221,6584,SUBSANADO
222,4683,DESESTIMADO
223,2199,DESESTIMADO
224,5616,VENCIDO
225,2112,PENDIENTE
226,113,EVALUADO
227,1458,DESESTIMADO
228,1618,EVALUADO
229,7230,EVALUADO
230,1161,EVALUADO
231,2622,DESESTIMADO
232,4966,SUBSANADO
233,312,EVALUADO
234,550,PENDIENTE
235,6974,SUBSANADO
236,4112,DESESTIMADO
237,1977,EVALUADO
238,1387,VENCIDO
239,1086,DESESTIMADO
240,21,APROBADO
241,999,EVALUADO
242,6810,APROBADO
243,5913,DESESTIMADO
244,6348,PENDIENTE
245,7997,SUBSANADO
246,587,VENCIDO
247,6585,SUBSANADO
248,2876,DESESTIMADO
249,4752,SUBSANADO
250,615,DESESTIMADO
251,1291,DESESTIMADO
252,7513,SUBSANADO
253,7680,VENCIDO
254,6706,VENCIDO
255,7830,VENCIDO
256,5072,DESESTIMADO
257,1730,VENCIDO
258,1083,SUBSANADO
259,50,PENDIENTE
260,6535,VENCIDO
261,8207,SUBSANADO
262,1181,VENCIDO
263,9718,SUBSANADO
264,1365,EVALUADO
265,1661,VENCIDO
266,4018,VENCIDO
267,2464,PENDIENTE
268,257,VENCIDO
269,5165,PENDIENTE
270,8074,APROBADO
271,7191,VENCIDO
272,5529,SUBSANADO
273,4202,EVALUADO
274,6773,APROBADO
275,9280,PENDIENTE
276,861,PENDIENTE
277,612,DESESTIMADO
278,3715,DESESTIMADO
279,5280,EVALUADO
280,9107,EVALUADO
281,3303,SUBSANADO
282,9512,DESESTIMADO
283,4779,DESESTIMADO
284,9028,EVALUADO
285,6920,PENDIENTE
286,3988,EVALUADO
287,1743,APROBADO
288,6437,EVALUADO
289,2243,PENDIENTE
290,7301,VENCIDO
291,5234,DESESTIMADO
292,9611,APROBADO
293,316,EVALUADO
294,8215,PENDIENTE
295,520,EVALUADO
296,8536,APROBADO
297,9906,EVALUADO
298,5941,SUBSANADO
299,6991,EVALUADO
300,6995,APROBADO
301,6233,VENCIDO
302,1742,PENDIENTE
303,742,DESESTIMADO
304,1353,VENCIDO
305,3515,SUBSANADO
306,9390,PENDIENTE
307,1010,EVALUADO
308,2744,EVALUADO
309,1094,EVALUADO
310,2372,APROBADO
311,3734,VENCIDO
312,2382,EVALUADO
313,2294,APROBADO
314,6638,PENDIENTE
315,271,PENDIENTE
316,8846,SUBSANADO
317,524,EVALUADO
318,566,PENDIENTE
319,5698,EVALUADO
320,2403,VENCIDO
321,7151,DESESTIMADO
322,5483,EVALUADO
323,6760,EVALUADO
324,2861,VENCIDO
325,7932,PENDIENTE
326,9260,DESESTIMADO
327,2048,SUBSANADO
328,9875,APROBADO
329,3038,SUBSANADO
330,1086,DESESTIMADO
331,7305,DESESTIMADO
332,7201,DESESTIMADO
333,8143,EVALUADO
334,359,DESESTIMADO
335,334,VENCIDO
336,9251,SUBSANADO
337,8875,SUBSANADO
338,3763,DESESTIMADO
339,3653,SUBSANADO
340,8036,SUBSANADO
341,3539,VENCIDO
342,3811,APROBADO
343,4875,EVALUADO
344,1633,APROBADO
345,7928,SUBSANADO
346,1063,PENDIENTE
347,4724,VENCIDO
348,3522,PENDIENTE
349,8771,EVALUADO
350,2247,APROBADO
351,623,PENDIENTE
352,2051,APROBADO
353,8070,APROBADO
354,4833,SUBSANADO
355,2174,APROBADO
356,2593,EVALUADO
357,2036,PENDIENTE
358,3629,EVALUADO
359,5241,EVALUADO
360,184,EVALUADO
361,4435,SUBSANADO
362,9425,SUBSANADO
363,9563,PENDIENTE
364,2836,VENCIDO
365,1213,DESESTIMADO
366,1367,SUBSANADO
367,4484,DESESTIMADO
368,6360,APROBADO
369,2496,PENDIENTE
370,6520,DESESTIMADO
371,291,VENCIDO
372,4575,EVALUADO
373,6004,SUBSANADO
374,5963,PENDIENTE
375,3805,DESESTIMADO
376,2749,EVALUADO
377,2110,DESESTIMADO
378,8570,VENCIDO
379,6950,DESESTIMADO
380,7494,DESESTIMADO
381,3673,EVALUADO
382,3940,APROBADO
383,3768,VENCIDO
384,7620,SUBSANADO
385,433,VENCIDO
386,999,DESESTIMADO
387,7739,EVALUADO
388,5702,DESESTIMADO
389,7521,VENCIDO
390,7892,APROBADO
391,6157,EVALUADO
392,8870,EVALUADO
393,7651,PENDIENTE
394,5766,DESESTIMADO
395,2867,SUBSANADO
396,2829,DESESTIMADO
397,4338,APROBADO
398,9981,APROBADO
399,8894,VENCIDO
400,9071,DESESTIMADO
401,8701,DESESTIMADO
402,7776,APROBADO
403,866,VENCIDO
404,7958,PENDIENTE
405,1764,VENCIDO
406,3762,EVALUADO
407,1004,SUBSANADO
408,3916,SUBSANADO
409,2942,PENDIENTE
410,4146,VENCIDO
411,5742,VENCIDO
412,4190,SUBSANADO
413,569,APROBADO
414,5123,SUBSANADO
415,5621,EVALUADO
416,1637,SUBSANADO
417,7702,EVALUADO
418,6727,EVALUADO
419,702,EVALUADO
420,3893,EVALUADO
421,6151,EVALUADO
422,6074,EVALUADO
423,569,DESESTIMADO
424,9260,APROBADO
425,8309,DESESTIMADO
426,4650,SUBSANADO
427,2362,DESESTIMADO
428,3968,SUBSANADO
429,4655,APROBADO
430,1697,APROBADO
431,4753,APROBADO
432,7693,DESESTIMADO
433,291,EVALUADO
434,8651,EVALUADO
435,5057,EVALUADO
436,6588,EVALUADO
437,2590,SUBSANADO
438,5687,DESESTIMADO
439,8253,PENDIENTE
440,9228,DESESTIMADO
441,8041,SUBSANADO
442,1057,EVALUADO
443,2332,SUBSANADO
444,4603,PENDIENTE
445,6156,DESESTIMADO
446,4717,VENCIDO
447,8949,APROBADO
448,2451,EVALUADO
449,215,VENCIDO
450,9068,APROBADO
451,6765,VENCIDO
452,6944,DESESTIMADO
453,6931,SUBSANADO
454,3215,SUBSANADO
455,892,EVALUADO
456,6756,VENCIDO
457,5763,PENDIENTE
458,8884,DESESTIMADO
459,7248,PENDIENTE
460,2185,SUBSANADO
461,9740,EVALUADO
462,7748,EVALUADO
463,8807,PENDIENTE
464,8862,SUBSANADO
465,8284,EVALUADO
466,9962,DESESTIMADO
467,3858,VENCIDO
468,2971,PENDIENTE
469,2556,VENCIDO
470,6699,EVALUADO
471,3650,EVALUADO
472,7415,SUBSANADO
473,6860,DESESTIMADO
474,2214,VENCIDO
475,3139,SUBSANADO
476,5317,APROBADO
477,5957,DESESTIMADO
478,6417,PENDIENTE
479,6487,SUBSANADO
480,9233,APROBADO
481,2056,APROBADO
482,5621,SUBSANADO
483,8860,VENCIDO
484,3559,VENCIDO
485,8512,APROBADO
486,2776,PENDIENTE
487,6755,EVALUADO
488,1233,SUBSANADO
489,1014,PENDIENTE
490,8572,EVALUADO
491,6302,PENDIENTE
492,6020,EVALUADO
493,5147,APROBADO
494,4539,APROBADO
495,5832,SUBSANADO
496,9255,VENCIDO
497,6417,PENDIENTE
498,1463,VENCIDO
499,779,APROBADO
500,8604,APROBADO
501,5646,DESESTIMADO
502,1672,EVALUADO
503,9027,DESESTIMADO
504,2359,APROBADO
505,7832,VENCIDO
506,5163,PENDIENTE
507,4283,PENDIENTE
508,8383,PENDIENTE
509,8566,VENCIDO
510,5334,APROBADO
511,4091,SUBSANADO
512,4940,DESESTIMADO
513,9825,APROBADO
514,337,VENCIDO
515,628,EVALUADO
516,8789,EVALUADO
517,9967,SUBSANADO
518,9275,PENDIENTE
519,4772,VENCIDO
520,9188,SUBSANADO
521,9547,VENCIDO
522,1727,VENCIDO
523,5861,VENCIDO
524,4405,VENCIDO
525,6051,DESESTIMADO
526,4182,APROBADO
527,3955,EVALUADO
528,300,VENCIDO
529,8853,PENDIENTE
530,8019,EVALUADO
531,4887,SUBSANADO
532,6727,VENCIDO
533,1878,SUBSANADO
534,9708,EVALUADO
535,8008,APROBADO
536,6463,VENCIDO
537,2525,PENDIENTE
538,5028,SUBSANADO
539,9441,VENCIDO
540,7493,VENCIDO
541,1912,DESESTIMADO
542,4689,DESESTIMADO
543,57,PENDIENTE
544,3605,DESESTIMADO
545,3401,SUBSANADO
546,2754,SUBSANADO
547,2282,APROBADO
548,1317,APROBADO
549,4455,SUBSANADO
550,5764,APROBADO
551,1118,EVALUADO
552,6073,APROBADO
553,4293,APROBADO
554,301,VENCIDO
555,5875,DESESTIMADO
556,4831,VENCIDO
557,1702,EVALUADO
558,8984,SUBSANADO
559,6845,SUBSANADO
560,8978,APROBADO
561,7755,PENDIENTE
562,4624,VENCIDO
563,4021,DESESTIMADO
564,3395,VENCIDO
565,9319,PENDIENTE
566,7138,DESESTIMADO
567,551,SUBSANADO
568,4886,EVALUADO
569,8642,EVALUADO
570,8588,DESESTIMADO
571,9647,SUBSANADO
572,2714,EVALUADO
573,4823,EVALUADO
574,325,EVALUADO
575,9048,APROBADO
576,3284,APROBADO
577,9588,VENCIDO
578,8388,DESESTIMADO
579,3930,VENCIDO
580,2789,PENDIENTE
581,3187,APROBADO
582,5258,PENDIENTE
583,5185,PENDIENTE
584,2859,PENDIENTE
585,8991,DESESTIMADO
586,3531,DESESTIMADO
587,262,EVALUADO
588,8301,VENCIDO
589,7439,SUBSANADO
590,5486,PENDIENTE
591,9126,PENDIENTE
592,3678,PENDIENTE
593,979,APROBADO
594,3504,EVALUADO
595,1697,PENDIENTE
596,5342,APROBADO
597,5861,APROBADO
598,5092,EVALUADO
599,2337,PENDIENTE
600,475,EVALUADO
601,3112,DESESTIMADO
602,7859,VENCIDO
603,3559,EVALUADO
604,6019,DESESTIMADO
605,866,PENDIENTE
606,7879,APROBADO
607,3609,EVALUADO
608,8464,EVALUADO
609,9594,PENDIENTE
610,5041,DESESTIMADO
611,9458,APROBADO
612,4709,VENCIDO
613,7480,SUBSANADO
614,4811,SUBSANADO
615,4746,DESESTIMADO
616,4993,EVALUADO
617,6365,DESESTIMADO
618,7454,DESESTIMADO
619,8604,APROBADO
620,5805,DESESTIMADO
621,2324,SUBSANADO
622,3949,PENDIENTE
623,9209,VENCIDO
624,603,EVALUADO
625,1426,DESESTIMADO
626,3713,VENCIDO
627,8168,SUBSANADO
628,3695,PENDIENTE
629,9444,SUBSANADO
630,1943,EVALUADO
631,245,DESESTIMADO
632,9724,PENDIENTE
633,4929,VENCIDO
634,8795,VENCIDO
635,8766,DESESTIMADO
636,9214,PENDIENTE
637,2848,EVALUADO
638,4739,EVALUADO
639,9755,SUBSANADO
640,6990,DESESTIMADO
641,4862,SUBSANADO
642,9949,DESESTIMADO
643,5925,VENCIDO
644,3896,EVALUADO
645,8646,EVALUADO
646,3593,DESESTIMADO
647,7858,DESESTIMADO
648,4211,APROBADO
649,9125,APROBADO
650,5279,DESESTIMADO
651,9126,APROBADO
652,9820,EVALUADO
653,2672,APROBADO
654,6353,DESESTIMADO
655,260,DESESTIMADO
656,9478,APROBADO
657,691,VENCIDO
658,2475,SUBSANADO
659,6703,VENCIDO
660,569,EVALUADO
661,2650,DESESTIMADO
662,5628,EVALUADO
663,4619,SUBSANADO
664,6950,VENCIDO
665,328,APROBADO
666,8808,APROBADO
667,8731,APROBADO
668,2798,VENCIDO
669,4853,PENDIENTE
670,578,EVALUADO
671,6749,SUBSANADO
672,4308,PENDIENTE
673,710,PENDIENTE
674,8775,DESESTIMADO
675,7174,APROBADO
676,4378,APROBADO
677,6583,VENCIDO
678,4970,DESESTIMADO
679,857,APROBADO
680,3386,SUBSANADO
681,2520,SUBSANADO
682,8413,PENDIENTE
683,123,DESESTIMADO
684,5599,EVALUADO
685,4157,DESESTIMADO
686,582,APROBADO
687,7019,SUBSANADO
688,4300,SUBSANADO
689,9036,PENDIENTE
690,1811,VENCIDO
691,1335,DESESTIMADO
692,3852,APROBADO
693,4949,PENDIENTE
694,521,APROBADO
695,570,VENCIDO
696,3079,SUBSANADO
697,2294,EVALUADO
698,2972,EVALUADO
699,3182,PENDIENTE
700,4340,APROBADO
701,8954,EVALUADO
702,3149,EVALUADO
703,3136,PENDIENTE
704,1640,SUBSANADO
705,8864,PENDIENTE
706,115,APROBADO
707,8796,SUBSANADO
708,5053,SUBSANADO
709,485,PENDIENTE
710,7053,APROBADO
711,3806,APROBADO
712,9803,PENDIENTE
713,306,VENCIDO
714,8651,SUBSANADO
715,4437,APROBADO
716,5913,PENDIENTE
717,554,SUBSANADO
718,2303,DESESTIMADO
719,7239,SUBSANADO
720,3567,SUBSANADO
721,8816,PENDIENTE
722,4499,VENCIDO
723,3315,PENDIENTE
724,4754,DESESTIMADO
725,7934,VENCIDO
726,8699,EVALUADO
727,8059,VENCIDO
728,6510,DESESTIMADO
729,9961,PENDIENTE
730,7628,DESESTIMADO
731,952,SUBSANADO
732,8919,EVALUADO
733,2738,PENDIENTE
734,2920,PENDIENTE
735,9801,APROBADO
736,9455,SUBSANADO
737,5097,SUBSANADO
738,5667,PENDIENTE
739,6238,DESESTIMADO
740,2581,DESESTIMADO
741,4487,VENCIDO
742,5245,EVALUADO
743,3586,SUBSANADO
744,4607,PENDIENTE
745,1119,DESESTIMADO
746,6000,DESESTIMADO
747,6935,SUBSANADO
748,9590,EVALUADO
749,3797,APROBADO
750,4143,PENDIENTE
751,7362,DESESTIMADO
752,3946,PENDIENTE
753,3252,APROBADO
754,8578,PENDIENTE
755,6953,DESESTIMADO
756,45,EVALUADO
757,1399,DESESTIMADO
758,5632,EVALUADO
759,1185,DESESTIMADO
760,2755,VENCIDO
761,2535,SUBSANADO
762,4119,VENCIDO
763,9733,VENCIDO
764,2558,DESESTIMADO
765,1530,SUBSANADO
766,9416,SUBSANADO
767,190,VENCIDO
768,8956,SUBSANADO
769,325,EVALUADO
770,5246,VENCIDO
771,6939,APROBADO
772,533,EVALUADO
773,7638,PENDIENTE
774,2611,PENDIENTE
775,4843,EVALUADO
776,7460,SUBSANADO
777,2665,SUBSANADO
778,7073,DESESTIMADO
779,9296,APROBADO
780,3851,SUBSANADO
781,2300,PENDIENTE
782,1988,DESESTIMADO
783,4569,DESESTIMADO
784,2765,VENCIDO
785,7120,APROBADO
786,2038,PENDIENTE
787,7916,VENCIDO
788,451,PENDIENTE
789,1920,DESESTIMADO
790,5044,SUBSANADO
791,1533,VENCIDO
792,7165,EVALUADO
793,7497,APROBADO
794,4926,APROBADO
795,9350,DESESTIMADO
796,778,APROBADO
797,4581,VENCIDO
798,3454,EVALUADO
799,517,SUBSANADO
800,1225,DESESTIMADO
801,5618,PENDIENTE
802,7497,DESESTIMADO
803,3936,DESESTIMADO
804,1105,DESESTIMADO
805,7508,PENDIENTE
806,3092,EVALUADO
807,964,VENCIDO
808,1088,EVALUADO
809,3463,VENCIDO
810,614,APROBADO
811,1538,VENCIDO
812,64,PENDIENTE
813,8612,APROBADO
814,665,APROBADO
815,1690,EVALUADO
816,9901,EVALUADO
817,4269,EVALUADO
818,1006,PENDIENTE
819,5410,PENDIENTE
820,6861,VENCIDO
821,8668,SUBSANADO
822,9547,DESESTIMADO
823,6148,DESESTIMADO
824,4128,SUBSANADO
825,106,SUBSANADO
826,1788,PENDIENTE
827,7667,DESESTIMADO
828,8502,APROBADO
829,5763,EVALUADO
830,5852,DESESTIMADO
831,8635,APROBADO
832,4579,DESESTIMADO
833,4762,APROBADO
834,498,SUBSANADO
835,4573,APROBADO
836,7636,VENCIDO
837,3364,SUBSANADO
838,9008,EVALUADO
839,1318,VENCIDO
840,7534,VENCIDO
841,2698,VENCIDO
842,4274,EVALUADO
843,8618,SUBSANADO
844,7883,APROBADO
845,6312,VENCIDO
846,2820,DESESTIMADO
847,6247,DESESTIMADO
848,9548,APROBADO
849,3751,APROBADO
850,2991,DESESTIMADO
851,4139,EVALUADO
852,3107,EVALUADO
853,4056,SUBSANADO
854,452,PENDIENTE
855,2978,PENDIENTE
856,2798,EVALUADO
857,13,APROBADO
858,5519,EVALUADO
859,4543,VENCIDO
860,812,APROBADO
861,9435,APROBADO
862,9625,APROBADO
863,4059,DESESTIMADO
864,3914,EVALUADO
865,2273,VENCIDO
866,5244,APROBADO
867,7022,PENDIENTE
868,9667,VENCIDO
869,7164,VENCIDO
870,5379,DESESTIMADO
871,5692,DESESTIMADO
872,4479,EVALUADO
873,3313,VENCIDO
874,8660,PENDIENTE
875,1676,SUBSANADO
876,1301,DESESTIMADO
877,2599,VENCIDO
878,9303,DESESTIMADO
879,9938,DESESTIMADO
880,1251,APROBADO
881,1973,DESESTIMADO
882,2687,VENCIDO
883,1335,SUBSANADO
884,9832,VENCIDO
885,8393,EVALUADO
886,4791,DESESTIMADO
887,9235,DESESTIMADO
888,9954,VENCIDO
889,7140,APROBADO
890,3276,PENDIENTE
891,7912,SUBSANADO
892,2868,APROBADO
893,7091,VENCIDO
894,5861,APROBADO
895,602,DESESTIMADO
896,8214,VENCIDO
897,7763,EVALUADO
898,4902,APROBADO
899,618,EVALUADO
900,4845,APROBADO
901,9735,DESESTIMADO
902,3711,PENDIENTE
903,1358,EVALUADO
904,5359,SUBSANADO
905,4830,SUBSANADO
906,6887,SUBSANADO
907,9556,APROBADO
908,5766,EVALUADO
909,4719,VENCIDO
910,2455,VENCIDO
911,6348,VENCIDO
912,6983,DESESTIMADO
913,5487,APROBADO
914,6435,SUBSANADO
915,3893,VENCIDO
916,2533,SUBSANADO
917,8032,EVALUADO
918,4295,SUBSANADO
919,3310,DESESTIMADO
920,533,DESESTIMADO
921,1065,EVALUADO
922,7893,DESESTIMADO
923,5537,PENDIENTE
924,3289,SUBSANADO
925,871,PENDIENTE
926,7452,DESESTIMADO
927,3359,APROBADO
928,3057,VENCIDO
929,6783,VENCIDO
930,669,EVALUADO
931,5930,APROBADO
932,1107,DESESTIMADO
933,6893,PENDIENTE
934,4330,APROBADO
935,1217,PENDIENTE
936,7613,VENCIDO
937,977,SUBSANADO
938,4986,VENCIDO
939,1679,EVALUADO
940,7052,SUBSANADO
941,7949,SUBSANADO
942,5334,EVALUADO
943,9637,VENCIDO
944,5152,PENDIENTE
945,8187,APROBADO
946,8972,VENCIDO
947,3842,VENCIDO
948,4148,DESESTIMADO
949,771,EVALUADO
950,1112,EVALUADO
951,1869,SUBSANADO
952,1040,DESESTIMADO
953,7604,APROBADO
954,4056,EVALUADO
955,7082,SUBSANADO
956,9236,APROBADO
957,6738,SUBSANADO
958,5546,EVALUADO
959,3368,VENCIDO
960,9082,SUBSANADO
961,3977,SUBSANADO
962,4111,PENDIENTE
963,5489,PENDIENTE
964,3609,EVALUADO
965,5270,SUBSANADO
966,665,APROBADO
967,1190,PENDIENTE
968,2761,EVALUADO
969,4020,PENDIENTE
970,1649,DESESTIMADO
971,9434,DESESTIMADO
972,354,DESESTIMADO
973,300,PENDIENTE
974,8967,SUBSANADO
975,821,VENCIDO
976,6140,PENDIENTE
977,3473,DESESTIMADO
978,7320,APROBADO
979,3290,PENDIENTE
980,8865,VENCIDO
981,602,PENDIENTE
982,6691,SUBSANADO
983,9215,APROBADO
984,3407,SUBSANADO
985,2040,EVALUADO
986,7593,APROBADO
987,7928,EVALUADO
988,2439,APROBADO
989,9003,EVALUADO
990,6693,PENDIENTE
991,9632,SUBSANADO
992,9189,APROBADO
993,638,EVALUADO
994,7941,EVALUADO
995,2859,EVALUADO
996,5099,SUBSANADO
997,3902,PENDIENTE
998,3018,APROBADO
999,9507,APROBADO
1000,7827,EVALUADO
1001,5878,APROBADO
1002,7718,EVALUADO
1003,6922,EVALUADO
1004,5155,PENDIENTE
1005,8687,APROBADO
1006,23,SUBSANADO
1007,9196,VENCIDO
1008,7706,APROBADO
1009,9316,APROBADO
1010,3776,VENCIDO
1011,7375,VENCIDO
1012,2803,DESESTIMADO
1013,5832,EVALUADO
1014,8010,PENDIENTE
1015,2093,DESESTIMADO
1016,2215,DESESTIMADO
1017,4060,SUBSANADO
1018,1996,APROBADO
1019,2034,PENDIENTE
1020,334,PENDIENTE
1021,3231,VENCIDO
1022,4968,PENDIENTE
1023,4992,SUBSANADO
1024,169,VENCIDO
1025,7582,DESESTIMADO
1026,8635,DESESTIMADO
1027,8465,EVALUADO
1028,2888,EVALUADO
1029,6364,VENCIDO
1030,4228,SUBSANADO
1031,8771,PENDIENTE
1032,2169,APROBADO
1033,3234,SUBSANADO
1034,7371,DESESTIMADO
1035,4497,SUBSANADO
1036,789,PENDIENTE
1037,2548,DESESTIMADO
1038,8538,PENDIENTE
1039,9683,PENDIENTE
1040,185,SUBSANADO
1041,9215,APROBADO
1042,740,PENDIENTE
1043,9939,DESESTIMADO
1044,3210,SUBSANADO
1045,5654,PENDIENTE
1046,7360,EVALUADO
1047,9542,PENDIENTE
1048,9784,PENDIENTE
1049,8401,SUBSANADO
1050,8016,PENDIENTE
1051,7236,EVALUADO
1052,9682,EVALUADO
1053,1699,PENDIENTE
1054,3073,APROBADO
1055,4187,SUBSANADO
1056,1286,VENCIDO
1057,7272,SUBSANADO
1058,8788,EVALUADO
1059,610,EVALUADO
1060,4690,VENCIDO
1061,1869,EVALUADO
1062,9292,DESESTIMADO
1063,9907,APROBADO
1064,6688,PENDIENTE
1065,4864,APROBADO
1066,7509,APROBADO
1067,8147,VENCIDO
1068,3043,DESESTIMADO
1069,4263,APROBADO
1070,9421,SUBSANADO
1071,6053,SUBSANADO
1072,3450,EVALUADO
1073,7132,PENDIENTE
1074,5208,VENCIDO
1075,8796,VENCIDO
1076,2378,VENCIDO
1077,6531,APROBADO
1078,258,EVALUADO
1079,917,SUBSANADO
1080,671,VENCIDO
1081,2329,EVALUADO
1082,3883,DESESTIMADO
1083,2815,DESESTIMADO
1084,9986,DESESTIMADO
1085,1988,APROBADO
1086,8140,PENDIENTE
1087,4335,APROBADO
1088,6136,PENDIENTE
1089,9568,SUBSANADO
1090,2739,DESESTIMADO
1091,8752,PENDIENTE
1092,1647,PENDIENTE
1093,35,SUBSANADO
1094,1784,VENCIDO
1095,1143,VENCIDO
1096,8602,SUBSANADO
1097,1528,DESESTIMADO
1098,7578,VENCIDO
1099,3745,SUBSANADO
1100,4239,SUBSANADO
1101,9574,DESESTIMADO
1102,7039,EVALUADO
1103,8471,SUBSANADO
1104,1842,VENCIDO
1105,8961,PENDIENTE
1106,970,PENDIENTE
1107,3000,VENCIDO
1108,972,EVALUADO
1109,5898,PENDIENTE
1110,7074,VENCIDO
1111,6904,VENCIDO
1112,507,EVALUADO
1113,836,PENDIENTE
1114,4204,PENDIENTE
1115,5655,VENCIDO
1116,6322,DESESTIMADO
